GroupName, GroupOrder, E(G)value, E(G)value_decimal
S3846,7692,8622752/7691,1121.1483552203874
S3847,7694,14803256/7693,1924.2500974912257
S3848,7696,9006778/7695,1170.4714749837558
S3849,7698,11521346/7697,1496.8618942445109
S3850,7700,7467898/7699,969.98285491622289
S3851,7702,4944684/2567,1926.2500973899494
S3852,7704,7618856/7703,989.07646371543558
S3853,7706,14849462/7705,1927.2500973393901
S3854,7708,507436/367,1382.6594005449592
S3855,7710,744560/593,1255.5817875210791
S3856,7712,9898522/7711,1283.6884969524056
S3857,7714,3999550/2571,1555.6398288603657
S3858,7716,8676662/7715,1124.648347375243
S3859,7718,14013436/7717,1815.9175845535831
S3860,7720,2855962/2573,1109.9735717061797
S3861,7722,9540290/7721,1235.6288045589949
S3862,7724,11188216/7723,1448.6878156156934
S3863,7726,4975544/2575,1932.2500970873787
S3864,7728,6569828/7727,850.2430438721367
S3865,7730,12539626/7729,1622.4124725061456
S3866,7732,3737134/2577,1450.1878152890959
S3867,7734,11629364/7733,1503.8618905987328
S3868,7736,10283088/7735,1329.423141564318
S3869,7738,4833762/2579,1874.2776269872043
S3870,7740,6952040/7739,898.31244346814833
S3871,7742,12956204/7741,1673.7119235240925
S3872,7744,9174286/7743,1184.8490249257393
S3873,7746,11665482/7745,1506.1952227243382
S3874,7748,10394710/7747,1341.7722989544341
S3875,7750,1732900/1107,1565.4019873532068
S3876,7752,7217954/7751,931.22874467810607
S3877,7754,15035006/7753,1939.2500967367471
S3878,7756,3290064/2585,1272.7520309477757
S3879,7758,11312948/7757,1458.4179450818615
S3880,7760,8417398/7759,1084.8560381492459
S3881,7762,5022014/2587,1941.2500966370312
S3882,7764,1254998/1109,1131.6483318304779
S3883,7766,13800292/7765,1777.2430135222151
S3884,7768,3456116/2589,1334.9231363460797
S3885,7770,8433662/7769,1085.5530956365042
S3886,7772,10795468/7771,1389.199330845451
S3887,7774,4484640/2591,1730.8529525279814
S3888,7776,7580852/7775,975.02919614147913
S3889,7778,15128210/7777,1945.2500964382152
S3890,7780,3172186/2593,1223.365214037794
S3891,7782,379812/251,1513.1952191235059
S3892,7784,211194/181,1166.8176795580112
S3893,7786,4753978/2595,1831.9761078998074
S3894,7788,7986800/7787,1025.6581481957107
S3895,7790,11827912/7789,1518.5405058415715
S3896,7792,10185160/7791,1307.2981645488385
S3897,7794,11418270/7793,1465.1956884383421
S3898,7796,11397754/7795,1462.1878127004491
S3899,7798,4441532/2599,1708.9388226240862
S3900,7800,573288/709,808.58674188998589
S3901,7802,14731342/7801,1888.3914882707345
S3902,7804,3807052/2601,1463.687812379854
S3903,7806,1692416/1115,1517.8618834080717
S3904,7808,10005998/7807,1281.6700397079544
S3905,7810,3865070/2603,1484.8520937379947
S3906,7812,7333850/7811,938.91307130969142
S3907,7814,15268556/7813,1954.2500959938563
S3908,7816,3498966/2605,1343.1731285988483
S3909,7818,11883366/7817,1520.1952155558399
S3910,7820,1246816/1117,1116.2184422560429
S3911,7822,5099944/2607,1956.2500958956655
S3912,7824,7956330/7823,1017.0433337594274
S3913,7826,12206882/7825,1559.9849201277955
S3914,7828,3606510/2609,1382.3342276734381
S3915,7830,9346760/7829,1193.8638395708265
S3916,7832,9571924/7831,1222.3118375686374
S3917,7834,5115602/2611,1959.2500957487553
S3918,7836,8948732/7835,1142.1483088704531
S3919,7838,15362480/7837,1960.2500956998852
S3920,7840,839170/871,963.45579793340983
S3921,7842,11956442/7841,1524.8618798622624
S3922,7844,355906/253,1406.7430830039525
S3923,7846,5131284/2615,1962.2500956022946
S3924,7848,7907530/7847,1007.713775965337
S3925,7850,12768702/7849,1626.7934768760351
S3926,7852,3558824/2617,1359.8868933893771
S3927,7854,9129056/7853,1162.4928052973387
S3928,7856,10353268/7855,1318.0481222151495
S3929,7858,5146990/2619,1965.2500954562811
S3930,7860,7518530/7859,956.67769436315052
S3931,7862,15456692/7861,1966.2500954077088
S3932,7864,3542080/2621,1351.4231209462037
S3933,7866,816602/605,1349.7553719008265
S3934,7868,10157716/7867,1291.1803737129783
S3935,7870,4332704/2623,1651.8124285169654
S3936,7872,7853492/7871,997.77563206708169
S3937,7874,14906666/7873,1893.3908294169948
S3938,7876,1179806/875,1348.3497142857143
S3939,7878,11108876/7877,1410.292751047353
S3940,7880,8927482/7879,1133.0729788044168
S3941,7882,4537794/2627,1727.3673391701561
S3942,7884,8634620/7883,1095.3469491310416
S3943,7886,15551192/7885,1972.2500951173113
S3944,7888,3183898/2629,1211.0680867249905
S3945,7890,206882/161,1284.9813664596272
S3946,7892,898474/607,1480.187808896211
S3947,7894,5194252/2631,1974.2500950209046
S3948,7896,7169588/7895,908.11754274857503
S3949,7898,14273950/7897,1807.5155122198303
S3950,7900,3213556/2633,1220.4922142043297
S3951,7902,11737164/7901,1485.5289203898242
S3952,7904,1316632/1129,1166.193091231178
S3953,7906,5049278/2635,1916.2345351043643
S3954,7908,9113990/7907,1152.6482863285696
S3955,7910,11437180/7909,1446.0968516879504
S3956,7912,3361850/2637,1274.8767538869929
S3957,7914,12177014/7913,1538.8618728674332
S3958,7916,11751304/7915,1484.6878079595704
S3959,7918,5042712/2639,1910.8419856006062
S3960,7920,6122132/7919,773.09407753504229
S3961,7922,14765482/7921,1864.093170054286
S3962,7924,3434342/2641,1300.3945475198789
S3963,7926,12213972/7925,1541.1952050473187
S3964,7928,10799928/7927,1362.4231108868426
S3965,7930,4026082/2643,1523.3000378357926
S3966,7932,1309916/1133,1156.1482789055603
S3967,7934,15741056/7933,1984.2500945417876
S3968,7936,3392416/2645,1282.5769376181474
S3969,7938,10346958/7937,1303.6358825752802
S3970,7940,9912358/7939,1248.5650585716085
S3971,7942,4583432/2647,1731.5572346052134
S3972,7944,8418730/7943,1059.8929875361955
S3973,7946,15156574/7945,1907.6870988042795
S3974,7948,3948832/2649,1490.6878067195169
S3975,7950,10062728/7949,1265.9111837967039
S3976,7952,9199330/7951,1157.0028927178971
S3977,7954,5096862/2651,1922.6186344775556
S3978,7956,7851518/7955,986.99157762413574
S3979,7958,138484/73,1897.041095890411
S3980,7960,433812/379,1144.622691292876
S3981,7962,12325182/7961,1548.1952016078383
S3982,7964,10857436/7963,1363.4856209971117
S3983,7966,4635088/2655,1745.7958568738229
S3984,7968,8155946/7967,1023.7160788251538
S3985,7970,1025434/613,1672.8123980424143
S3986,7972,3972714/2657,1495.1878057960105
S3987,7974,11952200/7973,1499.0844098833563
S3988,7976,993738/725,1370.6731034482759
S3989,7978,5305370/2659,1995.2500940203083
S3990,7980,6512288/7979,816.17846847975932
S3991,7982,14757032/7981,1849.0204235058263
S3992,7984,10693612/7983,1339.5480395841162
S3993,7986,11375502/7985,1424.6088916718847
S3994,7988,11966026/7987,1498.1878051834231
S3995,7990,4136156/2663,1553.1941419451746
S3996,7992,8028652/7991,1004.7118007758728
S3997,7994,14003246/7993,1751.9386963593145
S3998,7996,307436/205,1499.6878048780488
S3999,7998,11784216/7997,1473.5795923471301
S4000,8000,8901342/7999,1112.806850856357
S4001,8002,5337334/2667,2001.2500937382827
S4002,8004,8664014/8003,1082.5957765837811
S4003,8006,16028012/8005,2002.2500936914428
S4004,8008,17518/17,1030.4705882352941
S4005,8010,10042082/8009,1253.8496691222374
S4006,8012,12038032/8011,1502.6878042691299
S4007,8014,5353352/2671,2004.2500935979035
S4008,8016,1193234/1145,1042.1257641921397
S4009,8018,15206690/8017,1896.8055382312587
S4010,8020,374566/297,1261.1649831649831
S4011,8022,10931612/8021,1362.8739558658522
S4012,8024,10287292/8023,1282.2251028293656
S4013,8026,5369394/2675,2007.2500934579439
S4014,8028,9067808/8027,1129.6633860720069
S4015,8030,47344/31,1527.2258064516129
S4016,8032,3579484/2677,1337.1251400821816
S4017,8034,11555226/8033,1438.4695630524088
S4018,8036,10351258/8035,1288.2710640945861
S4019,8038,5385460/2679,2010.2500933184024
S4020,8040,7160030/8039,890.6617738524692
S4021,8042,16172462/8041,2011.2500932719811
S4022,8044,4044792/2681,1508.6878030585603
S4023,8046,12071036/8045,1500.4395276569298
S4024,8048,10865848/8047,1350.2979992543806
S4025,8050,3788790/2683,1412.1468505404398
S4026,8052,8541842/8051,1060.9665880014904
S4027,8054,16220756/8053,2014.2500931329939
S4028,8056,3470072/2685,1292.3918063314711
S4029,8058,1683650/1151,1462.771503040834
S4030,8060,9216580/8059,1143.638168507259
S4031,8062,5201280/2687,1935.7201339784147
S4032,8064,7171476/8063,889.43023688453434
S4033,8066,15701474/8065,1946.8659640421574
S4034,8068,4068962/2689,1513.1878021569357
S4035,8070,10605740/8069,1314.3809641839136
S4036,8072,11195874/8071,1387.1730888365753
S4037,8074,4972642/2691,1847.8788554440728
S4038,8076,500288/425,1177.1482352941177
S4039,8078,14299256/8077,1770.3672155503282
S4040,8080,3043094/2693,1130.001485332343
S4041,8082,12278414/8081,1519.4176463308997
S4042,8084,11733706/8083,1451.6523567982185
S4043,8086,721172/385,1873.1740259740259
S4044,8088,8727028/8087,1079.142821812786
S4045,8090,13735222/8089,1698.0123624675484
S4046,8092,3394580/2697,1258.6503522432333
S4047,8094,11943464/8093,1475.7770913134807
S4048,8096,9631462/8095,1189.8038295243978
S4049,8098,5466150/2699,2025.2500926268988
S4050,8100,1099946/1157,950.68798617113225
S4051,8102,16414652/8101,2026.2500925811628
S4052,8104,3761610/2701,1392.673084042947
S4053,8106,11162262/8105,1377.2069093152375
S4054,8108,12328216/8107,1520.6878006660911
S4055,8110,4601080/2703,1702.2123566407695
S4056,8112,7990932/8111,985.19689310812475
S4057,8114,16463306/8113,2029.2500924442254
S4058,8116,4117518/2705,1522.1878003696859
S4059,8118,11119328/8117,1369.8814833066403
S4060,8120,8083648/8119,995.64576918339696
S4061,8122,5287994/2707,1953.4517916512746
S4062,8124,9618836/8123,1184.1482211005787
S4063,8126,1195168/625,1912.2688000000001
S4064,8128,10938176/8127,1345.9057462778394
S4065,8130,10764266/8129,1324.1808340509288
S4066,8132,11680078/8131,1436.487270938384
S4067,8134,4769880/2711,1759.4540759867207
S4068,8136,8500982/8135,1044.9885679164106
S4069,8138,15340286/8137,1885.250829544058
S4070,8140,3109936/2713,1146.3088831551788
S4071,8142,1736624/1163,1493.2278589853827
S4072,8144,11126782/8143,1366.422939948422
S4073,8146,5531134/2715,2037.2500920810312
S4074,8148,8417786/8147,1033.2375107401497
S4075,8150,13766196/8149,1689.3110811142471
S4076,8152,18212/13,1400.9230769230769
S4077,8154,12398250/8153,1520.6979026125352
S4078,8156,12474604/8155,1529.6877988963827
S4079,8158,5547440/2719,2040.2500919455683
S4080,8160,6870560/8159,842.08358867508275
S4081,8162,13167322/8161,1613.4446758975616
S4082,8164,3848122/2721,1414.2307975009187
S4083,8166,12964892/8165,1587.8618493570116
S4084,8168,11463798/8167,1403.6730745683849
S4085,8170,620190/389,1594.318766066838
S4086,8172,9396620/8171,1149.9963284787664
S4087,8174,16200776/8173,1982.2312492352869
S4088,8176,9728368/8175,1190.0144342507645
S4089,8178,12317810/8177,1506.3972116913294
S4090,8180,10521178/8179,1286.364836777112
S4091,8182,5580124/2727,2046.2500916758343
S4092,8184,162560/167,973.41317365269458
S4093,8186,16756742/8185,2047.2500916310323
S4094,8188,3974060/2729,1456.2330524001466
S4095,8190,8656220/8189,1057.0545854194652
S4096,8192,11193002/8191,1366.5000610426077
S4097,8194,5266262/2731,1928.3273526180885
S4098,8196,9790142/8195,1194.6482001220256
S4099,8198,16805900/8197,2050.2500914968891
S4100,8200,3137590/2733,1148.0387852177096
S4101,8202,13079462/8201,1594.8618461163273
S4102,8204,11045056/8203,1346.4654394733634
S4103,8206,5136744/2735,1878.1513711151738
S4104,8208,8075910/8207,984.02705007920065
S4105,8210,14145850/8209,1723.2123279327568
S4106,8212,4215494/2737,1540.1877968578735
S4107,8214,12782100/8213,1556.3253378789723
S4108,8216,10651716/8215,1296.6178940961656
S4109,8218,4933162/2739,1801.0814165753925
S4110,8220,8225372/8219,1000.775276797664
S4111,8222,16904432/8221,2056.2500912297774
S4112,8224,3752942/2741,1369.1871579715432
S4113,8226,12720198/8225,1546.5286322188449
S4114,8228,11000026/8227,1337.0640573720675
S4115,8230,364484/211,1727.4123222748815
S4116,8232,7934842/8231,964.01919572348436
S4117,8234,16162774/8233,1963.1694400583019
S4118,8236,449352/305,1473.2852459016394
S4119,8238,13194536/8237,1601.86184290397
S4120,8240,1356580/1177,1152.5743415463041
S4121,8242,5245134/2747,1909.4044412085912
S4122,8244,9563222/8243,1160.1628048040761
S4123,8246,13739564/8245,1666.4116434202547
S4124,8248,3896496/2749,1417.4230629319752
S4125,8250,10125566/8249,1227.4901200145473
S4126,8252,12769972/8251,1547.6877954187371
S4127,8254,5678752/2751,2064.2500908760449
S4128,8256,665194/635,1047.5496062992127
S4129,8258,17052770/8257,2065.2500908320212
S4130,8260,3093722/2753,1123.7638939338904
S4131,8262,12098612/8261,1464.5456966468951
S4132,8264,11734890/8263,1420.1730606317319
S4133,8266,5695274/2755,2067.2500907441017
S4134,8268,1299728/1181,1100.5317527519051
S4135,8270,14353432/8269,1735.8123110412384
S4136,8272,1148030/919,1249.2165397170838
S4137,8274,11630786/8273,1405.8728393569443
S4138,8276,12844354/8275,1552.1877945619335
S4139,8278,5711820/2759,2070.2500906125406
S4140,8280,7152416/8279,863.92269597777511
S4141,8282,182242/91,2002.6593406593406
S4142,8284,4040900/2761,1463.5639261137269
S4143,8286,13348752/8285,1611.1951719975859
S4144,8288,9809836/8287,1183.7620369253048
S4145,8290,4807654/2763,1740.0123054650742
S4146,8292,10020902/8291,1208.6481727174043
S4147,8294,14176444/8293,1709.4470034969252
S4148,8296,523918/395,1326.3746835443037
S4149,8298,12944018/8297,1560.0841267928167
S4150,8300,10647640/8299,1283.0027714182431
S4151,8302,5034584/2767,1819.509938561619
S4152,8304,8965160/8303,1079.7494881368179
S4153,8306,17251562/8305,2077.250090307044
S4154,8308,4120582/2769,1488.1119537739255
S4155,8310,1606700/1187,1353.580454928391
S4156,8312,11871624/8311,1428.4230537841415
S4157,8314,5761602/2771,2079.2500902201373
S4158,8316,7840808/8315,942.97149729404691
S4159,8318,17301440/8317,2080.2500901767462
S4160,8320,3004142/2773,1083.3544897223223
S4161,8322,12630378/8321,1517.8918399230861
S4162,8324,12993766/8323,1561.1877928631502
S4163,8326,5508964/2775,1985.2122522522523
S4164,8328,841198/757,1111.225891677675
S4165,8330,12053362/8329,1447.155961099772
S4166,8332,4339584/2777,1562.6877925819228
S4167,8334,13056660/8333,1566.861874474979
S4168,8336,11657938/8335,1398.672825434913
S4169,8338,5303510/2779,1908.4238934868658
S4170,8340,8468042/8339,1015.4745173282168
S4171,8342,16836932/8341,2018.5747512288694
S4172,8344,3479804/2781,1251.2779575692198
S4173,8346,12474302/8345,1494.8234871180348
S4174,8348,13068796/8347,1565.6877920210854
S4175,8350,4817344/2783,1730.9895795903701
S4176,8352,8488754/8351,1016.495509519818
S4177,8354,17451506/8353,2089.2500897881
S4178,8356,4364618/2785,1567.1877917414722
S4179,8358,11868660/8357,1420.2058154840254
S4180,8360,8803222/8359,1053.1429596841726
S4181,8362,5626714/2787,2018.9142447075708
S4182,8364,9416216/8363,1125.9375822073418
S4183,8366,2421592/1195,2026.4368200836821
S4184,8368,11747668/8367,1404.0478068602845
S4185,8370,10702766/8369,1278.8584060222249
S4186,8372,10276642/8371,1227.6480707203441
S4187,8374,5666588/2791,2030.3074166965246
S4188,8376,9360256/8375,1117.6425074626866
S4189,8378,17024110/8377,2032.2442401814492
S4190,8380,175276/133,1317.8646616541353
S4191,8382,12442712/8381,1484.6333373105836
S4192,8384,11640556/8383,1388.5907193128951
S4193,8386,119466/65,1837.9384615384615
S4194,8388,9900818/8387,1180.495767258853
S4195,8390,14773132/8389,1761.0122779830731
S4196,8392,4033758/2797,1442.1730425455846
S4197,8394,1957002/1199,1632.1951626355296
S4198,8396,13219504/8395,1574.6877903513996
S4199,8398,4903240/2799,1751.7827795641301
S4200,8400,6751702/8399,803.86974639838081
S4201,8402,17652602/8401,2101.2500892750863
S4202,8404,4031102/2801,1439.1652981078187
S4203,8406,13283408/8405,1580.4173706127306
S4204,8408,12147468/8407,1444.9230403235399
S4205,8410,4788738/2803,1708.4331073849446
S4206,8412,10313132/8411,1226.1481393413387
S4207,8414,15514256/8413,1844.0813027457507
S4208,8416,1310168/935,1401.2491978609626
S4209,8418,13001306/8417,1544.6484495663537
S4210,8420,11148142/8419,1324.1646276279844
S4211,8422,5912244/2807,2106.2500890630567
S4212,8424,8506990/8423,1009.9715065891013
S4213,8426,16248502/8425,1928.6055786350148
S4214,8428,3799316/2809,1352.5510857956567
S4215,8430,11574536/8429,1373.1802111757029
S4216,8432,10937440/8431,1297.2885778673942
S4217,8434,5929102/2811,2109.2500889363214
S4218,8436,1372862/1205,1139.3045643153528
S4219,8438,17804180/8437,2110.2500888941568
S4220,8440,3414760/2813,1213.9210806967651
S4221,8442,11609970/8441,1375.4258974055206
S4222,8444,13371076/8443,1583.6877887006988
S4223,8446,5750144/2815,2042.6799289520427
S4224,8448,8495618/8447,1005.7556528945188
S4225,8450,13825890/8449,1636.393656053971
S4226,8452,4465474/2817,1585.1877884274049
S4227,8454,13895564/8453,1643.8618242044245
S4228,8456,10722378/8455,1268.1700768775872
S4229,8458,5962890/2819,2115.2500886839307
S4230,8460,8320868/8459,983.67041021397324
S4231,8462,17905592/8461,2116.2500886420044
S4232,8464,372266/273,1363.6117216117216
S4233,8466,13016642/8465,1537.7013585351447
S4234,8468,12830290/8467,1515.328924058108
S4235,8470,4042544/2823,1432.002833864683
S4236,8472,9576260/8471,1130.4757407626018
S4237,8474,16989374/8473,2005.1190841496518
S4238,8476,4148724/2825,1468.5748672566372
S4239,8478,1915164/1211,1581.4731626754749
S4240,8480,9908866/8479,1168.6361599245195
S4241,8482,5996774/2827,2121.2500884329679
S4242,8484,9129686/8483,1076.2331722268066
S4243,8486,18007292/8485,2122.250088391279
S4244,8488,4126586/2829,1458.673029338989
S4245,8490,903086/653,1382.980091883614
S4246,8492,12348472/8491,1454.3012601578141
S4247,8494,304488/149,2043.5436241610739
S4248,8496,8987024/8495,1057.9192466156562
S4249,8498,15825746/8497,1862.5098269977639
S4250,8500,3557566/2833,1255.759265795976
S4251,8502,12947028/8501,1523.0005881660982
S4252,8504,1129680/773,1461.4230271668823
S4253,8506,6030754/2835,2127.2500881834217
S4254,8508,10549940/8507,1240.1481133184436
S4255,8510,14200960/8509,1668.9340698084382
S4256,8512,10082078/8511,1184.5938197626601
S4257,8514,12243710/8513,1438.2368142840362
S4258,8516,1046158/655,1597.187786259542
S4259,8518,6047780/2839,2130.2500880591756
S4260,8520,1149518/1217,944.55053410024652
S4261,8522,18160382/8521,2131.2500880178382
S4262,8524,4541872/2841,1598.6877859908484
S4263,8526,1087756/775,1403.556129032258
S4264,8528,11086918/8527,1300.21320511317
S4265,8530,5090142/2843,1790.412240590925
S4266,8532,10122014/8531,1186.4979486578361
S4267,8534,2448508/1219,2008.6201804757998
S4268,8536,3793236/2845,1333.2991212653778
S4269,8538,14173086/8537,1660.1951505212603
S4270,8540,9926188/8539,1162.4532146621384
S4271,8542,6081904/2847,2136.2500878117316
S4272,8544,9384644/8543,1098.5185532014514
S4273,8546,18262802/8545,2137.2500877706261
S4274,8548,4567482/2849,1603.1877851877853
S4275,8550,10909432/8549,1276.1062112527782
S4276,8552,12567174/8551,1469.6730206993334
S4277,8554,4870322/2851,1708.2855138547877
S4278,8556,9920912/8555,1159.6624196376388
S4279,8558,16762120/8557,1958.8781114876708
S4280,8560,1139032/951,1197.7202944269191
S4281,8562,2036126/1223,1664.8618152085037
S4282,8564,13753786/8563,1606.1877846549107
S4283,8566,6116124/2855,2142.2500875656742
S4284,8568,606572/659,920.44309559939302
S4285,8570,15414022/8569,1798.8122301318706
S4286,8572,4593164/2857,1607.6877843892194
S4287,8574,14292864/8573,1667.1951475562814
S4288,8576,12087788/8575,1409.6545772594752
S4289,8578,6133270/2859,2145.2500874431621
S4290,8580,7693886/8579,896.82783541205265
S4291,8582,16140332/8581,1880.9383521734064
S4292,8584,3976534/2861,1389.9105207969242
S4293,8586,13575782/8585,1581.3374490390215
S4294,8588,13032640/8587,1517.7174799114941
S4295,8590,737432/409,1803.0122249388753
S4296,8592,9599354/8591,1117.373297637062
S4297,8594,18468506/8593,2149.2500872803444
S4298,8596,4042414/2865,1410.9647469458987
S4299,8598,14372996/8597,1671.8618122600908
S4300,8600,10364516/8599,1205.3164321432726
S4301,8602,5124074/2867,1787.2598535054065
S4302,8604,10418192/8603,1210.9952342206207
S4303,8606,17157872/8605,1993.9421266705403
S4304,8608,216430/151,1433.3112582781457
S4305,8610,10381370/8609,1205.874085259612
S4306,8612,13908382/8611,1615.1877830681685
S4307,8614,6001108/2871,2090.2500870776735
S4308,8616,9904886/8615,1149.725594892629
S4309,8618,2552570/1231,2073.5743298131601
S4310,8620,3894824/2873,1355.664462234598
S4311,8622,13975364/8621,1621.0838649808607
S4312,8624,10036696/8623,1163.9447987939232
S4313,8626,5868518/2875,2041.223652173913
S4314,8628,10849730/8627,1257.6480816042656
S4315,8630,15630676/8629,1811.4122146251013
S4316,8632,3921440/2877,1363.0309350017378
S4317,8634,14493614/8633,1678.8618093362677
S4318,8636,13115092/8635,1518.8294151708164
S4319,8638,5450592/2879,1893.2240361236541
S4320,8640,7854260/8639,909.16309758073851
S4321,8642,17937730/8641,2075.8858928364771
S4322,8644,4670642/2881,1621.1877820201319
S4323,8646,1891676/1235,1531.7214574898785
S4324,8648,12071698/8647,1396.056204463976
S4325,8650,5170682/2883,1793.5074575095387
S4326,8652,9496472/8651,1097.7311293492082
S4327,8654,18727256/8653,2164.2500866751416
S4328,8656,12570718/8655,1452.4226458694395
S4329,8658,12774798/8657,1475.6610835162296
S4330,8660,1684750/1237,1361.9644300727566
S4331,8662,6069164/2887,2102.2390024246624
S4332,8664,9541648/8663,1101.4253722728847
S4333,8666,16458014/8665,1899.3668782458165
S4334,8668,476548/321,1484.5732087227414
S4335,8670,11604176/8669,1338.5829968854539
S4336,8672,12520912/8671,1443.998616076577
S4337,8674,6271302/2891,2169.2500864752683
S4338,8676,10593578/8675,1221.1617291066282
S4339,8678,18831260/8677,2170.2500864354038
S4340,8680,280494/263,1066.5171102661598
S4341,8682,14655222/8681,1688.195138808893
S4342,8684,13066216/8683,1504.8043303005873
S4343,8686,6087064/2895,2102.612780656304
S4344,8688,1402224/1241,1129.9145850120869
S4345,8690,14374642/8689,1654.3494072965818
S4346,8692,4527134/2897,1562.6972730410769
S4347,8694,11933840/8693,1372.8103071436788
S4348,8696,12994008/8695,1494.4230017251293
S4349,8698,6306050/2899,2175.2500862366333
S4350,8700,8903732/8699,1023.535118979193
S4351,8702,2559680/1243,2059.2759452936443
S4352,8704,3978782/2901,1371.5208548776284
S4353,8706,14736362/8705,1692.8618035611717
S4354,8708,12445726/8707,1429.3931319627886
S4355,8710,4863780/2903,1675.4323114019978
S4356,8712,9014202/8711,1034.8067960050512
S4357,8714,18987806/8713,2179.2500860782739
S4358,8716,4748768/2905,1634.6877796901892
S4359,8718,14777016/8717,1695.1951359412642
S4360,8720,10639738/8719,1220.2933822686089
S4361,8722,5488618/2907,1888.0694874441006
S4362,8724,11092586/8723,1271.6480568611717
S4363,8726,19040132/8725,2182.2500859598854
S4364,8728,4363276/2909,1499.9229975936748
S4365,8730,1705526/1247,1367.7032878909383
S4366,8732,13697308/8731,1568.8131943649066
S4367,8734,5819792/2911,1999.2414977670903
S4368,8736,8089682/8735,926.12272467086439
S4369,8738,17970226/8737,2056.7959253748427
S4370,8740,1218278/971,1254.6632337796086
S4371,8742,14105012/8741,1613.6611371696602
S4372,8744,13137870/8743,1502.6729955392886
S4373,8746,6375834/2915,2187.2500857632931
S4374,8748,10770428/8747,1231.3282268206242
S4375,8750,14006152/8749,1600.8860441193278
S4376,8752,12851260/8751,1468.5475945606217
S4377,8754,14899314/8753,1702.1951330972238
S4378,8756,13129954/8755,1499.7091947458596
S4379,8758,6141340/2919,2103.9191503939705
S4380,8760,8509328/8759,971.49537618449597
S4381,8762,17786342/8761,2030.172583038466
S4382,8764,4202172/2921,1438.6073262581308
S4383,8766,14446428/8765,1648.1948659440959
S4384,8768,12735106/8767,1452.6184555720315
S4385,8770,5380694/2923,1840.8121792678755
S4386,8772,211598/179,1182.1117318435754
S4387,8774,18622636/8773,2122.7215319730994
S4388,8776,4411406/2925,1508.1729914529915
S4389,8778,11468750/8777,1306.6822376666287
S4390,8780,12122608/8779,1380.8643353457114
S4391,8782,6428424/2927,2196.2500854116843
S4392,8784,9611586/8783,1094.3397472389845
S4393,8786,18408322/8785,2095.4265224815026
S4394,8788,154654/101,1531.2277227722773
S4395,8790,12585668/8789,1431.9795198543634
S4396,8792,11593980/8791,1318.8465476055055
S4397,8794,6446002/2931,2199.2500852951212
S4398,8796,11276492/8795,1282.1480386583287
S4399,8798,18775696/8797,2134.3294304876663
S4400,8800,3299300/2933,1124.8891919536311
S4401,8802,14453430/8801,1642.2486081127145
S4402,8804,13892806/8803,1578.1899352493467
S4403,8806,5218964/2935,1778.1819420783645
S4404,8808,10351678/8807,1175.3920744862041
S4405,8810,16289710/8809,1849.2121693722329
S4406,8812,4853944/2937,1652.6877766428329
S4407,8814,1988408/1259,1579.3550436854646
S4408,8816,279064/205,1361.2878048780487
S4409,8818,6481230/2939,2205.2500850629467
S4410,8820,8082962/8819,916.53951695203534
S4411,8822,17813332/8821,2019.4231946491327
S4412,8824,4459800/2941,1516.4229853791228
S4413,8826,15145422/8825,1716.1951274787536
S4414,8828,1124212/679,1655.6877761413843
S4415,8830,5454592/2943,1853.4121644580359
S4416,8832,9701150/8831,1098.5335749065791
S4417,8834,17102666/8833,1936.223932978603
S4418,8836,4780966/2945,1623.4179966044142
S4419,8838,14684888/8837,1661.7503677718682
S4420,8840,9909730/8839,1121.1370064486932
S4421,8842,6516554/2947,2211.2500848320324
S4422,8844,278888/239,1166.8953974895398
S4423,8846,19567352/8845,2212.2500847936685
S4424,8848,11404234/8847,1289.0509777325647
S4425,8850,12492530/8849,1411.7448299242853
S4426,8852,14694322/8851,1660.187775392611
S4427,8854,6183468/2951,2095.3805489664519
S4428,8856,898432/805,1116.064596273292
S4429,8858,18995006/8857,2144.6320424522978
S4430,8860,4114900/2953,1393.4642736200474
S4431,8862,13346472/8861,1506.2038144678929
S4432,8864,13082326/8863,1476.0607017939749
S4433,8866,5411134/2955,1831.1790186125211
S4434,8868,11461910/8867,1292.6480207510997
S4435,8870,336988/181,1861.8121546961327
S4436,8872,4508458/2957,1524.6729793709842
S4437,8874,13547762/8873,1526.8524737969119
S4438,8876,12931192/8875,1457.0357183098592
S4439,8878,6265592/2959,2117.4694153430214
S4440,8880,8434772/8879,949.9686901678117
S4441,8882,19726922/8881,2221.2500844499496
S4442,8884,4933582/2961,1666.1877744005403
S4443,8886,15352052/8885,1727.8617895329207
S4444,8888,12342208/8887,1388.7935186227073
S4445,8890,4819866/2963,1626.684441444482
S4446,8892,9863624/8891,1109.3942188730177
S4447,8894,19780256/8893,2224.2500843359944
S4448,8896,13110884/8895,1473.961101742552
S4449,8898,70938/41,1730.1951219512196
S4450,8900,12251878/8899,1376.7701988987526
S4451,8902,6605284/2967,2226.2500842601953
S4452,8904,9137330/8903,1026.3203414579355
S4453,8906,19254782/8905,2162.2439079169008
S4454,8908,4652432/2969,1567.003031323678
S4455,8910,11479760/8909,1288.5576383432483
S4456,8912,13325710/8911,1495.4225115026372
S4457,8914,6623102/2971,2229.2500841467518
S4458,8916,11586362/8915,1299.6480089736399
S4459,8918,16170968/8917,1813.498710328586
S4460,8920,3815012/2973,1283.2196434577868
S4461,8922,15476702/8921,1734.8617867952023
